,AddressInfo.Longitude,AddressInfo.Latitude,AddressInfo.Title
0,5.358717,52.168167,LEAP24 Charging Station
1,5.944049993010708,51.8543117153298,Marialaan
2,5.9501153,51.234904,Dovenetel
3,3.4412654636525417,51.3827394098422,Roompot Parkeerplaats
4,3.4538934708392333,51.39043038785479,Parkeerplaats Zeedijk
5,5.1419643,51.4210791,TopParken - Resort de Brabantse Kempen
6,6.742379000402025,52.173494966027874,LastMileSolutions
7,4.6149589847780135,52.46316607990792,Total Energies
8,6.83221479,53.45703266,AG EMS Eemshaven (PowerGo)
9,6.19952575,53.40778107,Restaurette Schierzicht Lauwersoog (PowerGo)
10,6.5217084,53.2358344,Jumbo 6594 Groningen Reitdiephaven (PowerGo)
11,6.6271534,53.20727539,Pezy Group - Kieler Bocht 67 (PowerGo)
12,6.6047963,53.2031996,Bornholmstraat 76 (PowerGo)
13,6.6057479,53.2030298,Bornholmstraat 82 (PowerGo)
14,6.87472602,53.10711689,Hotel Parkzicht Veendam (PowerGo)
15,6.8493242,53.1066913,The Ranch Veendam (PowerGo)
16,6.59002223,53.01102365,Basic-Fit 1201 Assen Nijverheidsweg (PowerGo)
17,6.76408958,53.00180054,Jumbo 3524 Gieten Stationsstraat (PowerGo)
18,5.01945559,52.92504277,Restaurant De Zingende Wielen (PowerGo)
19,6.6633727,52.8444344,Orvelte P2 (PowerGo)
20,6.65386136,52.84274006,Orvelte P1 (PowerGo)
21,6.97094584,52.82303619,Zonnepark Emmen (PowerGo)
22,4.7703097,52.7895393,Recreatiepark Burghorn (PowerGo)
23,4.66340955,52.76004809,Camping de Watersnip Petten (PowerGo)
24,5.19185257,52.75126202,Villavakantiepark IJsselhof (PowerGo)
25,6.87985475,52.66259897,PLUS Schoonebeek (PowerGo)
26,4.7767517,52.5031973,Van der Molen auto's (PowerGo)
27,6.13496401,52.48868777,Conradstraat 4 (PowerGo)
28,6.13512415,52.48815287,Conradstraat 4c (PowerGo)
29,4.76283395,52.48687973,Basic-Fit 1160 Assendelft Rode Ring (PowerGo)
30,4.75086631,52.43816458,Jachthaven Nauerna (PowerGo)
31,4.749892,52.3756504,Hotel Zwanenburg (PowerGo)
32,4.91411018,52.33543015,Mercure Hotel Amsterdam City (PowerGo)
33,4.7716605,52.33447605,Basic-Fit 1241 Badhoevedorp Sloterweg (PowerGo)
34,4.88841772,52.33434296,Novotel Amsterdam City (PowerGo)
35,6.49607248,52.31284599,Jumbo 5121 Rijssen (PowerGo)
36,4.69226217,52.29909134,Binnenweg 2-18 Hoofddorp (PowerGo)
37,4.6805699,52.2957029,Opaallaan 1180 Hoofddorp (PowerGo)
38,4.6827337,52.295384,Opaallaan 1206-1212 Hoofddorp (PowerGo)
39,4.7086472,52.2941711,Wegalaan 14-28 Hoofddorp (PowerGo)
40,4.70799875,52.29317856,Basic-Fit Nederland HQ Hoofddorp (PowerGo)
41,4.709311,52.292674,Polarisavenue 151 Hoofddorp (PowerGo)
42,5.68851266,52.23666717,TopParken Resort Veluwe (PowerGo)
43,5.6858465,52.2366558,Bungalowpark Bok Garderen (PowerGo)
44,5.99632507,52.21089969,Intratuin Apeldoorn AC (PowerGo)
45,5.02136354,52.21030406,Jumbo 3477 Loenen aan de Vecht (PowerGo)
46,4.43056704,52.20126276,Blokmakerstraat 13 Katwijk (PowerGo)
47,5.39931014,52.18615367,Emiclaerhof Amersfoort (PowerGo)
48,5.21526684,52.17633378,TopParken - Résidence Lage Vuursche (PowerGo)
49,6.4414394,52.1659435,Intratuin Lochem (PowerGo)
50,5.963311,52.1457958,TopParken Recreatiepark Beekbergen (PowerGo)
51,4.46108381,52.14265354,Jumbo 3770 Voorschoten Planciusplantsoen (PowerGo)
52,6.61147065,52.13323869,Jumbo 5831 Neede Zwaluwstraat (PowerGo)
53,6.64075786,52.09605185,Eibergen Gladiolenstraat (PowerGo)
54,5.15097513,52.09309119,PLUS Servicekantoor Archimedeslaan (PowerGo)
55,5.07164904,52.03651786,Jumbo 3144 Nieuwegein Walnootgaarde (PowerGo)
56,4.61129587,51.92204016,Jumbo 6344 Krimpen ad IJssel Korf (PowerGo)
57,4.61767398,51.91496089,Jumbo 3753 Krimpen aan den IJssel De Olm (PowerGo)
58,5.1133564,51.78465416,TopParken - Recreatiepark het Esmeer (PowerGo)
59,5.85867573,51.741583,Jumbo 6526 Cuijk Lavendel (PowerGo)
60,5.28633309,51.69568578,Basic-Fit 1114 Den Bosch Vlijmenseweg (PowerGo)
61,5.2357943,51.65532526,TopParken Residence De Leuvert Cromvoirt (PowerGo)
62,5.2780108,51.6351189,HealthCity Vught (PowerGo)
63,5.15914,51.5873,Berkelseweg 36 Berkel-Enschot (PowerGo)
64,4.66196156,51.58281708,Basic-Fit 1141 Etten-Leur (PowerGo)
65,4.9747064,51.58141506,Basic-Fit 1188 Tilburg (PowerGo)
66,5.45240191,51.57879837,Basic-Fit 1085 Sint Oedenrode Bremhorst (PowerGo)
67,5.03402472,51.57698059,Lepelkruidhof 27 Tilburg (PowerGo)
68,4.9909987,51.5761324,Olststraat 2 Tilburg (PowerGo)
69,5.05206958,51.57386363,Basic-Fit 1132 Tilburg Artemisstraat (PowerGo)
70,5.18202902,51.57334909,HealthCity Oisterwijk (PowerGo)
71,4.9714785,51.5711832,Vriezenveenstraat 155 Tilburg (PowerGo)
72,5.6856513,51.56147766,Jumbo 4860 Gemert P. Poellplein (PowerGo)
73,5.680948,51.5567732,HyTEPS (PowerGo)
74,5.0914393,51.552476,Sint Sebastiaanstraat 20 Tilburg (PowerGo)
75,5.0601278,51.5493304,Pieter Brinkmanstraat 12 Tilburg (PowerGo)
76,5.09055567,51.54808044,Van Grobbendonckstraat 32 Tilburg (PowerGo)
77,4.58957014,51.54584487,Jumbo 5128 St. Willebrord Kievitstraat (PowerGo)
78,5.0430913,51.54517,Jeker 59 Tilburg  (PowerGo)
79,5.044888,51.53625929,Aces Direct (PowerGo)
80,5.04596429,51.53163775,First Impression (PowerGo)
81,5.107387,51.509626,Hilvaria Studio's (PowerGo)
82,3.87841044,51.50654292,Basic-Fit 1208 Goes Klein Frankrijk (PowerGo)
83,4.30562353,51.50542831,Basic-Fit 1089 Bergen op Zoom (PowerGo)
84,5.31408119,51.50456619,Jumbo 3179 Oirschot WC De Poort (PowerGo)
85,3.89650163,51.49921726,Basic-Fit 1097 Goes v.d. Spiegelstraat (PowerGo)
86,3.81996619,51.4719907,Jumbo 5085 Heinkenszand Stenevate (PowerGo)
87,5.8041168,51.4561578,Jumbo 4854 Deurne Schelde (PowerGo)
88,5.79286247,51.4544679,Basic-Fit 1203 Deurne Fabriekstraat (PowerGo)
89,5.45239931,51.43222478,Basic-Fit 1166 Eindhoven Limburglaan (PowerGo)
90,4.32361667,51.42529139,Jumbo 3833 Hoogerheide Raadhuisstraat (PowerGo)
91,3.4446015,51.275006,Jumbo 3193 Aardenburg Peurssenstraat (PowerGo)
92,5.84627541,51.00709398,Basic-Fit 1098 Sittard Limbrichterweg (PowerGo)
93,5.97302754,50.95854906,Basic-Fit 1133 Brunssum Haefland (PowerGo)
94,4.456203233765791,51.94786572729845,Last Mile Solutions
95,4.135614396999242,51.83373661602042,EQUANS-oplaadstation
96,5.667171563799229,51.98811875235097,Lumen
97,5.666934747546065,51.98718260007058,Lumen
98,6.021328,52.880495,Tesla Supercharger Wolvega
99,4.503421,52.213255,Tesla Supercharger Sassenheim
100,4.648278,52.369266,Tesla Supercharger Haarlem
101,4.557753,51.867901,Tesla Supercharger Ridderkerk
102,5.009041,51.841363,Tesla Supercharger Gorinchem
103,4.618879,51.978417,Tesla Supercharger Nieuwerkerk aan den IJssel
104,5.65095,51.2817204,Tesla Supercharger Weert
105,5.996985,51.547096,Tesla Supercharger Venray
106,5.1119267,51.5431836,Tesla Supercharger Tilburg
